StartDate,EndDate,1minusp,GLRTval
2022-01-01,2022-03-03,0.00362092274411796,8.46476377542355
2022-01-06,2022-03-08,0.00533231834792325,7.76313984782257
2022-01-11,2022-03-13,0.00172976307476469,9.81625386657349
2022-01-16,2022-03-18,0.0067856993123333,7.32883576700098
2022-01-21,2022-03-23,0.0109718766046084,6.46986662845022
2022-01-26,2022-03-28,0.00915525247105764,6.79228742830404
2022-01-31,2022-04-02,0.00490385198817611,7.91455947145806
2022-02-05,2022-04-07,0.0196722388021051,5.44074839029952
2022-02-10,2022-04-12,0.0169822278162041,5.6982095707495
2022-02-15,2022-04-17,0.0219512426034157,5.24964550530218
2022-02-20,2022-04-22,0.0135383237333002,6.09736982826183
2022-02-25,2022-04-27,8.62918857389428e-05,15.4151892620376
2022-03-02,2022-05-02,0.000265100130606766,13.3021628627654
2022-03-07,2022-05-07,0.000706914042645446,11.4709797139254
2022-03-12,2022-05-12,0.000194630112606675,13.8822288660061
2022-03-17,2022-05-17,0.00242542809631252,9.1960131388158
2022-03-22,2022-05-22,0.00161057493207817,9.94761990089057
2022-03-27,2022-05-27,0.00110826775028694,10.6373431610289
2022-04-01,2022-06-01,0.00792698916806256,7.04989514055806
2022-04-06,2022-06-06,0.00263218775078566,9.04635706086742
2022-04-11,2022-06-11,0.00752823238479328,7.14240037800874
2022-04-16,2022-06-16,0.00416568204634249,8.21014507152715
2022-04-21,2022-06-21,0.0226220522495906,5.19729600124573
2022-04-26,2022-06-26,0.0120000435275616,6.31086269324422
2022-05-01,2022-07-01,4.13938395276148e-05,16.8063828160129
2022-05-06,2022-07-06,0.000258340100336762,13.3505989605853
2022-05-11,2022-07-11,7.96068426006658e-05,15.5676063914707
2022-05-16,2022-07-16,5.00223232122732e-05,16.4472640180111
2022-05-21,2022-07-21,0.0031948307994567,8.69272240700298
2022-05-26,2022-07-26,0.00394381006633227,8.30950672356028
2022-05-31,2022-07-31,0.00287238310766924,8.88680895381904
2022-06-05,2022-08-05,0.00403430769349933,8.2683084214114
2022-06-10,2022-08-10,0.0147682404088914,5.94390768474628
2022-06-15,2022-08-15,0.0178869781942114,5.607184737013
2022-06-20,2022-08-20,0.00780757169415769,7.07708963215686
2022-06-25,2022-08-25,0.0545771711427326,3.69495754769645
2022-06-30,2022-08-30,0.00551619125567837,7.70192670779751
2022-07-05,2022-09-04,0.00304874780314002,8.77806296000216
2022-07-10,2022-09-09,0.00221465149887001,9.36253901106252
2022-07-15,2022-09-14,0.00765740531511638,7.11189655064437
2022-07-20,2022-09-19,0.0303923409255444,4.68696178430245
2022-07-25,2022-09-24,0.00519941139184832,7.8087410595698
2022-07-30,2022-09-29,0.00242293704457186,9.19789413436629
2022-08-04,2022-10-04,7.85580402735686e-05,15.5926819949174
2022-08-09,2022-10-09,6.68262800196384e-06,20.2820014166068
2022-08-14,2022-10-14,9.25877621604787e-06,19.6585568302854
2022-08-19,2022-10-19,7.34486831543979e-06,20.1012492934695
2022-08-24,2022-10-24,0.000382246141821918,12.6170400154248
2022-08-29,2022-10-29,0.0977441749762468,2.74197041875458
2022-09-03,2022-11-03,0.00782839058398344,7.07231814316614
2022-09-08,2022-11-08,0.0117319216773107,6.35093851006991
2022-09-13,2022-11-13,0.0323959792714296,4.57741881808953
2022-09-18,2022-11-18,0.0216821762068667,5.27111052758087
2022-09-23,2022-11-23,0.0425006927164321,4.11515252267932
2022-09-28,2022-11-28,0.0189209404213059,5.5088077552747
2022-10-03,2022-12-03,0.00276912502980764,8.95367140078466
2022-10-08,2022-12-08,0.0571466083830608,3.61831839216106
2022-10-13,2022-12-13,0.111719339924907,2.52972987653807
2022-10-18,2022-12-18,0.0590529384538295,3.5637850937978
2022-10-23,2022-12-23,1,-4.92039475551012
2022-10-28,2022-12-28,0.0250661792600156,5.01930836816818
