StartDate,EndDate,1minusp,GLRTval
2022-01-01,2022-03-03,0.0783717153699527,3.09834945733073
2022-01-06,2022-03-08,0.0447723595805625,4.02719361454464
2022-01-11,2022-03-13,0.0213104872659386,5.3012204830396
2022-01-16,2022-03-18,0.0233587156926254,5.14162932478956
2022-01-21,2022-03-23,0.0999220848017839,2.70678660974568
2022-01-26,2022-03-28,0.174864877875614,1.8407345502161
2022-01-31,2022-04-02,0.300798578879497,1.07065041412213
2022-02-05,2022-04-07,0.310901628638923,1.02684165296182
2022-02-10,2022-04-12,0.319242650460633,0.992046727335605
2022-02-15,2022-04-17,0.506599277656578,0.441084914499413
2022-02-20,2022-04-22,0.536776542138798,0.381546862664578
2022-02-25,2022-04-27,0.000523966805268894,12.0283770032367
2022-03-02,2022-05-02,0.00021637593375734,13.6832489161586
2022-03-07,2022-05-07,7.90396871785948e-06,19.9609574519851
2022-03-12,2022-05-12,7.37488327118285e-06,20.0934495430637
2022-03-17,2022-05-17,2.0734762030683e-06,22.5257301254177
2022-03-22,2022-05-22,4.02197377846747e-07,25.6837602662077
2022-03-27,2022-05-27,0.0860413227766442,2.94692136671944
2022-04-01,2022-06-01,0.0805387281280479,3.0539965840895
2022-04-06,2022-06-06,0.0424543670001396,4.11699731719852
2022-04-11,2022-06-11,0.035065281554499,4.44199344007941
2022-04-16,2022-06-16,0.0673896547296129,3.34548406602454
2022-04-21,2022-06-21,0.256612795033505,1.28693914149707
2022-04-26,2022-06-26,0.0627513470381658,3.46313202668446
2022-05-01,2022-07-01,0.0421278315588982,4.1300610261159
2022-05-06,2022-07-06,0.384269073197756,0.756999762532388
2022-05-11,2022-07-11,0.244738165511445,1.35309274693356
2022-05-16,2022-07-16,0.59478409032811,0.282934761356358
2022-05-21,2022-07-21,1,-3.75708515755684
2022-05-26,2022-07-26,1,-2.3498528619495
2022-05-31,2022-07-31,0.00832402144769395,6.96240187885751
2022-06-05,2022-08-05,0.0260099524787034,4.95535710223021
2022-06-10,2022-08-10,0.126017743550433,2.34088745692912
2022-06-15,2022-08-15,0.0635335744904107,3.44265357082892
2022-06-20,2022-08-20,1,-6.66553131444472
2022-06-25,2022-08-25,1,-6.27760978493481
2022-06-30,2022-08-30,1,-9.54891190960524
2022-07-05,2022-09-04,0.00656347506411992,7.38870436572401
2022-07-10,2022-09-09,0.0390391696353692,4.25916223937188
2022-07-15,2022-09-14,0.008061420747002,7.01977838933122
2022-07-20,2022-09-19,0.004524259287771,8.06042407823929
2022-07-25,2022-09-24,0.0312033678543698,4.64173901861986
2022-07-30,2022-09-29,0.070754599621447,3.26542701253385
2022-08-04,2022-10-04,0.0885513481254554,2.90051334411208
2022-08-09,2022-10-09,0.0854588439069123,2.95790042998698
2022-08-14,2022-10-14,0.0584033775618824,3.58215395337072
2022-08-19,2022-10-19,0.08000483396397,3.06480351760194
2022-08-24,2022-10-24,0.282040660893256,1.15723045582405
2022-08-29,2022-10-29,0.37907401164237,0.773702740890997
2022-09-03,2022-11-03,0.20834520836695,1.58288787489272
2022-09-08,2022-11-08,0.112188489755084,2.52311898090971
2022-09-13,2022-11-13,0.166920776550858,1.91038249625001
2022-09-18,2022-11-18,0.287064594201677,1.13333734938064
2022-09-23,2022-11-23,0.0894250688788983,2.88469265337633
2022-09-28,2022-11-28,0.0531173979976945,3.74022166816111
2022-10-03,2022-12-03,0.0682270071080393,3.32516887928492
2022-10-08,2022-12-08,0.0642002554140574,3.42541114621969
2022-10-13,2022-12-13,0.0405381674082389,4.19521688793711
2022-10-18,2022-12-18,0.0418784309028234,4.14011068957734
2022-10-23,2022-12-23,0.0681947376981237,3.32594682432946
2022-10-28,2022-12-28,0.0790499689527461,3.08432683966703
