StartDate,EndDate,1minusp,GLRTval,GrangerTest
2022-01-01,2022-03-03,0.964884774018886,0.0714931798685825,0.749538241496858
2022-01-06,2022-03-08,0.960897296098486,0.0797754952577918,0.783994195994236
2022-01-11,2022-03-13,0.985947832074799,0.0283036688509242,0.81443323016181
2022-01-16,2022-03-18,0.982462222224617,0.0353867732798676,0.796697968785767
2022-01-21,2022-03-23,0.698671220372588,0.717150009043394,0.401681025384211
2022-01-26,2022-03-28,0.823752309472879,0.387770779120785,0.350129853253349
2022-01-31,2022-04-02,0.794119472952852,0.461042718681028,0.337598671518125
2022-02-05,2022-04-07,0.371927683588763,1.97811168512371,0.164277276695506
2022-02-10,2022-04-12,0.569203654887549,1.12703398338314,0.192684970019466
2022-02-15,2022-04-17,0.993360563619629,0.0133231509732639,0.849930146792829
2022-02-20,2022-04-22,0.852184939680533,0.319903420710716,0.48738922528054
2022-02-25,2022-04-27,0.383233659309965,1.9182207985904,0.164914690687399
2022-03-02,2022-05-02,0.457596485110544,1.56353504017119,0.218990847923658
2022-03-07,2022-05-07,0.464023462568399,1.53564032430825,0.22354873607084
2022-03-12,2022-05-12,0.493694997275871,1.4116747337886,0.240391157959436
2022-03-17,2022-05-17,0.500503021455236,1.38428328674297,0.245142575974159
2022-03-22,2022-05-22,0.572261704723724,1.1163177329891,0.296453811987204
2022-03-27,2022-05-27,0.656308429314825,0.842248867786594,0.364105368929374
2022-04-01,2022-06-01,0.620127933617536,0.955658955369387,0.335448945102671
2022-04-06,2022-06-06,0.635083512647595,0.907997545512899,0.345157894459748
2022-04-11,2022-06-11,0.705159304099022,0.698663076869394,0.260142270478366
2022-04-16,2022-06-16,0.490220439854917,1.42580022357393,0.159328044767973
2022-04-21,2022-06-21,0.653879934331171,0.849663062057232,0.285735829270532
2022-04-26,2022-06-26,0.883177679663264,0.248457751798099,0.613812282061899
2022-05-01,2022-07-01,0.398189369960334,1.84165516587211,0.181371651925143
2022-05-06,2022-07-06,0.385061715828843,1.90870331337405,0.173077200153825
2022-05-11,2022-07-11,0.390703142740406,1.8796144661649,0.175912936937949
2022-05-16,2022-07-16,0.233518622109048,2.9089869059604,0.0626607530072326
2022-05-21,2022-07-21,0.635899343267352,0.905429986940391,0.206513630755895
2022-05-26,2022-07-26,0.617180562304149,0.965187304678864,0.16772506016014
2022-05-31,2022-07-31,0.47824759131945,1.47525341424196,0.121543718770462
2022-06-05,2022-08-05,0.40596521673852,1.80297559221677,0.103912770958857
2022-06-10,2022-08-10,0.262594071564076,2.67429178657147,0.103917136085436
2022-06-15,2022-08-15,0.155428614741116,3.72313744391266,0.054705634182403
2022-06-20,2022-08-20,0.245921432967875,2.80548634448243,0.0965591950884509
2022-06-25,2022-08-25,0.101924911928156,4.56703778872401,0.0209978167311196
2022-06-30,2022-08-30,0.302287932941961,2.39275059097227,0.124060253468534
2022-07-05,2022-09-04,0.861538251511451,0.298071645883738,0.289949315565705
2022-07-10,2022-09-09,1,-0.0792579188860145,0.405807873427933
2022-07-15,2022-09-14,0.951652993996634,0.099109625484374,0.720768159635119
2022-07-20,2022-09-19,0.806633877109208,0.429770795074802,0.290896552917771
2022-07-25,2022-09-24,0.928666678924712,0.148010800221755,0.696786019375774
2022-07-30,2022-09-29,1,-0.00606072635855526,0.999280835978498
2022-08-04,2022-10-04,1,-0.424864628607054,0.887621303236301
2022-08-09,2022-10-09,1,-0.0452582730256665,0.546004736784292
2022-08-14,2022-10-14,1,-0.310678900233427,0.899324039637179
2022-08-19,2022-10-19,0.987830610731676,0.0244880851215612,0.835180850107705
2022-08-24,2022-10-24,0.818467353699477,0.400643536978663,0.521664409690379
2022-08-29,2022-10-29,0.669561397193482,0.802264824032193,0.366926708702833
2022-09-03,2022-11-03,0.257086257830074,2.71668723363842,0.102877501807102
2022-09-08,2022-11-08,0.245683990518795,2.80741832046317,0.0673308716029197
2022-09-13,2022-11-13,0.207235733376609,3.14779665016945,0.0428111531655193
2022-09-18,2022-11-18,1,-0.224268975639575,0.303149251363764
2022-09-23,2022-11-23,0.780944569862479,0.494502209897306,0.284766025125225
2022-09-28,2022-11-28,0.7141402831259,0.67335172194997,0.165920852847578
2022-10-03,2022-12-03,0.298565289338725,2.41753329062681,0.110928444939125
2022-10-08,2022-12-08,0.396982659750668,1.84772535491754,0.0987449136532672
2022-10-13,2022-12-13,0.435503221821702,1.66250616946741,0.12843780861174
2022-10-18,2022-12-18,0.671557187800699,0.796312204769904,0.206078833483964
2022-10-23,2022-12-23,0.510810552716402,1.34351299168588,0.247218698805589
2022-10-28,2022-12-28,1,-0.243800006523031,0.558169196773015
