StartDate,EndDate,1minusp,GLRTval
2022-01-01,2022-03-03,0.0264740378774357,4.92478880316935
2022-01-06,2022-03-08,0.0309110586593324,4.65789537683386
2022-01-11,2022-03-13,0.0239418707719845,5.09883845716149
2022-01-16,2022-03-18,0.0157314024476174,5.83265071919598
2022-01-21,2022-03-23,0.0584681315722346,3.58031306322786
2022-01-26,2022-03-28,0.0434511274398204,4.07776380789088
2022-01-31,2022-04-02,0.0255080978243618,4.98905755847149
2022-02-05,2022-04-07,0.069693792966137,3.2902174199854
2022-02-10,2022-04-12,0.074384811194907,3.18350938863003
2022-02-15,2022-04-17,0.247511032725043,1.33729800709276
2022-02-20,2022-04-22,0.282384931517872,1.15557600349209
2022-02-25,2022-04-27,0.0182258826712525,5.57430639043562
2022-03-02,2022-05-02,0.00364062968680268,8.45489149209391
2022-03-07,2022-05-07,0.0047873767656883,7.95805745396569
2022-03-12,2022-05-12,0.00288363700838434,8.87966975755742
2022-03-17,2022-05-17,0.00291273619590782,8.86134033651746
2022-03-22,2022-05-22,0.00490463675827146,7.91426998043397
2022-03-27,2022-05-27,0.00377503099500187,8.38897803194317
2022-04-01,2022-06-01,0.00281670738038053,8.92255141329838
2022-04-06,2022-06-06,0.00395789682120529,8.30303101927342
2022-04-11,2022-06-11,0.00243284184811654,9.19042658544851
2022-04-16,2022-06-16,0.00240061660447044,9.21483641929464
2022-04-21,2022-06-21,0.0185928319241854,5.53941171063391
2022-04-26,2022-06-26,0.0106746248749418,6.51869590105744
2022-05-01,2022-07-01,0.169962659106022,1.88327261786151
2022-05-06,2022-07-06,0.102911612602769,2.65983186043545
2022-05-11,2022-07-11,0.153735969107881,2.03478453189337
2022-05-16,2022-07-16,0.151628286600172,2.05579307252577
2022-05-21,2022-07-21,0.0561448476947332,3.64775486145015
2022-05-26,2022-07-26,0.0261355023102612,4.94703182318621
2022-05-31,2022-07-31,0.0400858811873479,4.2142458693389
2022-06-05,2022-08-05,0.040046264834918,4.21592336553326
2022-06-10,2022-08-10,0.0404457919555472,4.1990852175563
2022-06-15,2022-08-15,0.0294490684995542,4.74116815494608
2022-06-20,2022-08-20,0.0464793523007715,3.96413659702532
2022-06-25,2022-08-25,0.0228282527461842,5.18152702839515
2022-06-30,2022-08-30,0.0253026919472664,5.0030500258288
2022-07-05,2022-09-04,0.0253136530363793,5.00230037002274
2022-07-10,2022-09-09,0.0194488081510756,5.46070410988204
2022-07-15,2022-09-14,0.00141641497073108,10.184299804999
2022-07-20,2022-09-19,0.0857914765358079,2.95162080529225
2022-07-25,2022-09-24,0.0764054746040581,3.13975093471151
2022-07-30,2022-09-29,0.0457541726804223,3.99062193937934
2022-08-04,2022-10-04,0.0171981234059458,5.67604187419022
2022-08-09,2022-10-09,0.000308609107740887,13.0174053779954
2022-08-14,2022-10-14,0.00110772742427478,10.6382450212505
2022-08-19,2022-10-19,0.000350266017204781,12.7804213966881
2022-08-24,2022-10-24,0.000523400714939504,12.0303918637716
2022-08-29,2022-10-29,0.0126697839355446,6.21464383063793
2022-09-03,2022-11-03,0.0408373545791936,4.18275130943869
2022-09-08,2022-11-08,0.0411146907719524,4.17128150061393
2022-09-13,2022-11-13,0.00789000031929954,7.05827343434255
2022-09-18,2022-11-18,0.091149539950968,2.85395346854128
2022-09-23,2022-11-23,0.278163534569475,1.17604056387835
2022-09-28,2022-11-28,0.115138584091509,2.48223432823936
2022-10-03,2022-12-03,0.0725340533817943,3.22472331242216
2022-10-08,2022-12-08,0.0825211590679521,3.01453421454073
2022-10-13,2022-12-13,0.125810783627641,2.34344828497356
2022-10-18,2022-12-18,0.128590101417437,2.30944324739022
2022-10-23,2022-12-23,0.263081533332239,1.25246848451127
2022-10-28,2022-12-28,0.456344392790757,0.55484590378768
